"id","field","kept_value","all_values","study_count"
"cornell-university","notes","Kastner attended 1965-1966 (Hotel Ezra Cornell incident) and returned as computer operator/programmer 1967-1968 running 360/65 SysGen and CHASE simulation.","Kastner attended 1965-1966 (Hotel Ezra Cornell incident) and returned as computer operator/programmer 1967-1968 running 360/65 SysGen and CHASE simulation. || Kastner attended Cornell's School of Hotel Administration 1965-1966 and 1967-1968; operated the IBM 360/65 mainframe there. || Kastner attended; independent consultant and staff member 1967-1969 || Kastner returned to Cornell's School of Hotel Administration and operated its IBM System 360/65 while writing early commercial software. || esearch, and teaching.   Jones has a Ph.D. and an M.A. from Cornell University (Ithaca, NY) and a B.S. degree from the University of Minne || from the University of Minnesota, and an M.A. and Ph.D from Cornell University.   All print and electronic rights are the property of Aber || t from Harvard University, an M.S. in Computer Science from Cornell University, and an M.B.A. in Information Systems from Sloan School of","8"
"costco","notes","need to use with a camera.""  (Boston male)   ""They'll be at Costco and places like that, where you can buy them in bulk.""  (Sa","Retailer covered in weekly commentary 2002-11-17 [REVIEW] || Retailer covered in weekly commentary 2002-12-01 [REVIEW] || need to use with a camera.""  (Boston male)   ""They'll be at Costco and places like that, where you can buy them in bulk.""  (Sa || rs**   QRS boasts 8,000 retail and CPG customers, including Costco, Levi Strauss, Sears, Wal-Mart, Safeway, and Unilever.   ##","4"
"craig-barrett","entity_name","Craig R. Barrett","Craig Barrett || Craig R. Barrett","2"
"craig-barrett","sector","Semiconductor Executive","Intel Leadership || Semiconductor Executive","2"
"craig-barrett","status","unknown","active || unknown","2"
"craig-barrett","notes","Chairman (2005-2009) and former CEO (1998-2005), Intel Corporation; letter recipient [REVIEW]","Chairman (2005-2009) and former CEO (1998-2005), Intel Corporation; letter recipient [REVIEW] || Intel CEO at time (2005); delivered opening keynote at Spring IDF 2005.","2"
"cray-research","entity_name","Cray Research, Inc.","Cray Research || Cray Research, Inc.","4"
"cray-research","sector","high-performance-computing","computer-hardware || high-performance-computing || supercomputing","4"
"cray-research","status","dissolved","acquired || dissolved","4"
"cray-research","successor","Silicon Graphics (1996), then HPE (2019)","Cray Inc. (HPE) || Silicon Graphics (1996), then HPE (2019) || acquired by SGI 1996","4"
"cray-research","years_active","1972-1996","1972-1996 || 1972-1999","4"
"cray-research","notes","k Management|Sloane/Clark|Announcement<br>Profile|| |Jun-95|Cray Research, Inc.|Clabby, Joe|Profile|| |May-95|Remedy Flashboards: Dyn","Listed jointly with Sun in SD benchmark comparison entry || Named as NAS architecture integration target for high-end technical and scientific computing || Under $200M RISC/Unix revenues 1995; very high-end MPP systems niche; less than 2% market share || k Management|Sloane/Clark|Announcement<br>Profile|| |Jun-95|Cray Research, Inc.|Clabby, Joe|Profile|| |May-95|Remedy Flashboards: Dyn","4"
"credit-suisse-first-boston","entity_type","company","company || firm","4"
"credit-suisse-first-boston","sector","Financial Services","Financial Services || investment-bank","4"
"credit-suisse-first-boston","status","rebranded","rebranded || renamed","4"
"credit-suisse-first-boston","successor","Credit Suisse (2006) -> UBS (2023)","Credit Suisse (2006) -> UBS (2023) || Credit Suisse -> UBS (2023)","4"
"credit-suisse-first-boston","years_active","1978-2005","1978-2005 || 1978-2023 || 1988-2006","4"
"credit-suisse-first-boston","notes","keep such projects to a minimum.  The larger companies like Credit Suisse First Boston, which uses the PeopleSoft suite, and Beneficial Life, an O","CSFB investment bank; hosted Dec 2002 tech conference || Investment bank research/equity house; acquired into Credit Suisse then UBS || Reference customer; PeopleSoft suite user. || keep such projects to a minimum.  The larger companies like Credit Suisse First Boston, which uses the PeopleSoft suite, and Beneficial Life, an O","4"
"crossroads-software","sector","enterprise-software","Technology || enterprise-software","2"
"crossroads-software","notes","Defendant in Crossroads Software vs. Open Systems Advisors; completed multi-million dollar branding","Defendant in Crossroads Software vs. Open Systems Advisors; completed multi-million dollar branding || Defendant in trademark infringement case","2"
"crossroute-software","sector","enterprise-software","EAI-software || enterprise-software","2"
"crossroute-software","status","acquired","acquired || unknown","2"
"crossroute-software","years_active","1996-2000","1996-2000 || 1996-2001","2"
"crossroute-software","notes","EAI workflow routing; outcome uncertain; likely acquired or dissolved during dot-com consolidation","EAI workflow routing; outcome uncertain; likely acquired or dissolved during dot-com consolidation || Named as EAI technology provider","2"
"crossworlds","entity_name","CrossWorlds Software","CrossWorlds Software || Crossworlds Software","4"
"crossworlds","sector","Enterprise Integration Middleware","EAI-software || Enterprise Integration Middleware","4"
"crossworlds","status","dissolved","acquired || dissolved","4"
"crossworlds","successor","IBM (acquired 2001)","IBM (acquired 2001) || unknown","4"
"crossworlds","notes","ware Corporation|||||75| ||Constellar Corporation|||||79| ||CrossWorlds Software|||||84| ||DARC Software, a Unit of DARC Corporation|||||87|","EAI vendor; application-to-application solutions (R/3 invoicing from Remedy Help Desk) || Third-party middleware supplier for CIS-to-ERP integration; specifically named as CIS integration facilitator || ware Corporation|||||75| ||Constellar Corporation|||||79| ||CrossWorlds Software|||||84| ||DARC Software, a Unit of DARC Corporation|||||87|","4"
"crossworlds-software","entity_name","CrossWorlds Software","CrossWorlds Software || Crossworlds Software","4"
"crossworlds-software","sector","enterprise-software","EAI-software || eai || enterprise-software","4"
"crossworlds-software","status","acquired","acquired || unknown","4"
"crossworlds-software","successor","IBM (acquired 2001)","IBM (2001) || IBM (acquired 2001) || unknown","4"
"crossworlds-software","years_active","1995-2001","1995-2001 || 1996-2001","4"
"crossworlds-software","notes","EAI middleware vendor; Burlingame CA; founded 1996; acquired by IBM 2001","Application-to-application integration vendor cited || EAI middleware vendor; Burlingame CA; founded 1996; acquired by IBM 2001 || EAI vendor acquired by IBM in 2001 to bolster WebSphere Integration || Named as EAI technology provider; acquired by IBM 2001","4"
"cullinet","entity_name","Cullinet Software (ne Cullinane Corp.)","Cullinet || Cullinet Software || Cullinet Software (ne Cullinane Corp.)","3"
"cullinet","sector","computing/software","computing/software || database-software || software","3"
"cullinet","notes","Provided the mainframe data center in Westwood, Massachusetts used as the blind benchmark site for the DEC vs. IBM 3090 test.","Creator of Culprit report generator and IDMS database || Cullinane's company; once 'most successful software company of its kind in the world.' || Provided the mainframe data center in Westwood, Massachusetts used as the blind benchmark site for the DEC vs. IBM 3090 test.","3"
"cumberland-farms","sector","convenience-store-chain","convenience-store-chain || retail / fuel || retail/energy","4"
"cumberland-farms","status","operating","active || operating","4"
"cumberland-farms","years_active","1939-present","1939-present || 1969-1973","4"
"cumberland-farms","notes","New England gas station and convenience store chain; early PHI client for whom Kastner built a retail accounting system handling pump counter rollover at 9,999 gallons.","Gas-station-chain accounting system client (originally PHI but referenced in ADL bio context). || New England gas station and convenience store chain; early PHI client for whom Kastner built a retail accounting system handling pump counter rollover at 9,999 gallons. || PHI client during Kastner's applications programmer period. || PHI gas-station accounting system client; cash transmittal forms reconciled to pump meter readings.","4"
"cybank","notes",".a Cha! Technologies) ClickShare Service Corporation Compaq CyBank (Oxford Media) CyberGold eCash Technologies, Inc. eCharge Corporation eCoi",".a Cha! Technologies) ClickShare Service Corporation Compaq CyBank (Oxford Media) CyberGold eCash Technologies, Inc. eCharge Corporation eCoi || Digital cash vendor; dissolved","3"
"cybercash","notes","Cited as payment service in CAP architecture; purchased ICVerify in early 1998; payment API used by catalog/transaction management applications","Cited as payment service in CAP architecture; purchased ICVerify in early 1998; payment API used by catalog/transaction management applications || Internet payment processing; Cash Register plug-in; credit card/micropayment/check payment options; partnered with merchants and publishers","2"
"cybergold","notes","ClickShare Service Corporation Compaq CyBank (Oxford Media) CyberGold eCash Technologies, Inc. eCharge Corporation eCoin, Inc. Gl","ClickShare Service Corporation Compaq CyBank (Oxford Media) CyberGold eCash Technologies, Inc. eCharge Corporation eCoin, Inc. Gl || Consumer incentive/digital cash scheme; claimed 1 million users in 1999; closed August 31 2001 (per Wired)","3"
"cypress-semiconductor","notes","kets Served**   Azerity’s customers include Analog Devices, Cypress Semiconductor, Intersil, Legerity, Linear Technology, Memec, Micron, ON S","kets Served**   Azerity’s customers include Analog Devices, Cypress Semiconductor, Intersil, Legerity, Linear Technology, Memec, Micron, ON S || |Coactive Networks|||||38| |Conexant Systems, Inc.|||||41| |Cypress Semiconductor Corporation|||||43| |DoBox, Inc.|||||45| |Echelon Corporati","4"
