"tech_id","tech_name","category","vendor","era","lifecycle_at_study","lifecycle_current","study_id","collection","notes"
"microsoft-dotnet-1-0","Microsoft .Net 1.0.3705","framework","Microsoft","2002-2004","current","{'lifecycle_current': 'end-of-life', 'notes': '.NET Framework 1.0 reached end of support on July 12, 2011 (part of .NET Framework 1.0-4.6.1 group, all out of support as of April 26, 2022). The specific version 1.0.3705 referenced is a very early release. Fully end-of-life.', 'source': 'https://blog.inedo.com/dotnet/demystifying-lts'}","auditor-report-4-43ad9b","kastner-author","PC client runtime framework in benchmark configuration"
"hl7-messaging","HL7 Messaging Standard","standard","Health Level Seven International","1987-present","current","{'lifecycle_current': 'standard-current', 'notes': 'HL7 remains the dominant health data interchange standard. HL7 V2.9.1 published September 2024. HL7 FHIR (modern version) is the latest evolution. Used in 95% of US healthcare organizations. Actively maintained and expanded.', 'source': 'https://hl7news.hl7.org/2025/01/13/hl7-standards-published-since-august-2024/'}","auditor-report-4-43ad9b","kastner-author","Used to stress interface engine during benchmark; message types: observational results, order submission, patient admission, patient mergers, patient updates"
"sunrise-clinical-manager-3-04","Sunrise Clinical Manager 3.04 workflow engine","application","Eclipsys Corp.","2003-2004","current","{'lifecycle_current': 'succeeded', 'notes': 'Sunrise Clinical Manager 3.04 was an Eclipsys-era product. Eclipsys was acquired by Allscripts in 2010, and then Altera Digital Health took over Sunrise in 2022. Current version is Sunrise 25.1 (2026). The specific 3.04 workflow engine is succeeded by many subsequent versions.', 'source': 'https://www.alterahealth.com/solution/sunrise/'}","auditor-report-4-43ad9b","kastner-author","Workflow engine component combined with SunriseXA database schema to create Release 3.3"
"sysmark-2012","BAPco SYSmark 2012","benchmark","BAPco","2011-2014","emerging","succeeded","bapco-sysmark-2012-benchmark-post-a40084","kastner-author",""
"sysmark-2007","BAPco SYSmark 2007","benchmark","BAPco","2007-2011","mature","succeeded","bapco-sysmark-2012-benchmark-post-a40084","kastner-author",""
"amd-llano","AMD A8-3850 (Llano)","platform","AMD","2011-2013","emerging","discontinued","bapco-sysmark-2012-benchmark-post-a40084","kastner-author","Fusion APU, quad-core"
"amd-phenom-ii","AMD Phenom II 1100T","platform","AMD","2010-2012","mature","discontinued","bapco-sysmark-2012-benchmark-post-a40084","kastner-author","Six-core"
"ati-radeon-4290","ATI Radeon HD 4290","platform","AMD/ATI","2009-2012","mature","discontinued","bapco-sysmark-2012-benchmark-post-a40084","kastner-author",""
"intel-sandy-bridge","Intel Sandy Bridge","platform","Intel","2011-2013","emerging","succeeded","bapco-sysmark-2012-benchmark-post-a40084","kastner-author","2nd-gen Core"
"intel-core-i5-2500","Intel Core i5-2500","platform","Intel","2011-2013","emerging","succeeded","bapco-sysmark-2012-benchmark-post-a40084","kastner-author","Sandy Bridge quad-core"
"intel-core-i3-2120","Intel Core i3-2120","platform","Intel","2011-2013","emerging","succeeded","bapco-sysmark-2012-benchmark-post-a40084","kastner-author","Sandy Bridge dual-core"
"intel-pentium-840","Intel Pentium 840","platform","Intel","2011-2013","emerging","succeeded","bapco-sysmark-2012-benchmark-post-a40084","kastner-author","Sandy Bridge Pentium"
"intel-pentium-g620t","Intel Pentium G620T","platform","Intel","2011-2013","emerging","succeeded","bapco-sysmark-2012-benchmark-post-a40084","kastner-author","Low-power Sandy Bridge"
"intel-clarkdale","Intel Core i3-540 (Clarkdale)","platform","Intel","2010-2012","mature","succeeded","bapco-sysmark-2012-benchmark-post-a40084","kastner-author","SYSmark 2012 reference platform = 100"
"windows-7","Windows 7","platform","Microsoft","2009-2020","mature","retired","bapco-sysmark-2012-benchmark-post-a40084","kastner-author","OS for SYSmark 2012"
"ms-office","Microsoft Office","application","Microsoft","1989-present","mature","mature","bapco-sysmark-2012-benchmark-post-a40084","kastner-author","Benchmark workload"
"autocad","Autodesk AutoCAD","application","Autodesk","1982-present","mature","mature","bapco-sysmark-2012-benchmark-post-a40084","kastner-author","Benchmark workload"
"oltp","Online Transaction Processing","application","","","","current","bbn1989-1e6838","kastner-author",""
"oltp-systems","Online Transaction Processing (OLTP)","application","","","","active","bbn1989-1e6838","kastner-author",""
"rdbms","Relational Database (RDBMS)","application","","","","current","bbn1989-1e6838","kastner-author",""
"sybase-sql-server","Sybase SQL Server / System 11","application","","","","legacy","bbn1989-1e6838","kastner-author",""
"tpc-c","TPC-C Benchmark","standard","","","","legacy","bbn1989-1e6838","kastner-author",""
"as400","IBM AS/400","platform","","","","legacy-supported","bbn1989-1e6838","kastner-author",""
"ibm-mainframe-zarch","IBM zSeries Mainframe","hardware","","","","active","bbn1989-1e6838","kastner-author",""
"digital-vax","Digital VAX/OpenVMS","platform","","","","legacy","bbn1989-1e6838","kastner-author",""
"unix","UNIX (various)","platform","","","","current","bbn1989-1e6838","kastner-author",""
"tpc-c","TPC-C Benchmark","standard","","","","legacy","bull1990-d-c-benchmarks-8b5d9c","kastner-author",""
"tpc-benchmark","TPC (Transaction Processing Performance Council) Benchmarks","benchmark","","","","active","bull1990-d-c-benchmarks-8b5d9c","kastner-author",""
"oltp-systems","Online Transaction Processing (OLTP)","application","","","","active","bull1990-d-c-benchmarks-8b5d9c","kastner-author",""
"bull-dps9000","Bull DPS 9000 (Models 91, 94)","hardware","","","","discontinued","bull1990-d-c-benchmarks-8b5d9c","kastner-author",""
"bull-dps7000","Bull DPS 7000","hardware","","","","discontinued","bull1990-d-c-benchmarks-8b5d9c","kastner-author",""
"ibm-mainframe-zarch","IBM zSeries Mainframe","hardware","","","","active","bull1990-d-c-benchmarks-8b5d9c","kastner-author",""
"tech-01","IBM DB2 for MVS","RDBMS","IBM","1983–present","mature","unknown [REVIEW]","cab199-1-2-0cb163","kastner-author","Mainframe (MVS/z/OS) edition of DB2; noted as high-cost in study."
"tech-02","IBM DB2/6000 (AIX)","RDBMS","IBM","1993–present","active-growth","unknown [REVIEW]","cab199-1-2-0cb163","kastner-author","Unix/AIX edition; study notes perception problems vs. actual competitive capability."
"tech-03","IBM DB2 Parallel Edition (PE)","RDBMS","IBM","1995–present","active-growth","unknown [REVIEW]","cab199-1-2-0cb163","kastner-author","MPP/SP2 parallel edition; study notes it lags Informix on SP2."
"tech-04","IBM Data Propagator","middleware","IBM","1995–present","active","unknown [REVIEW]","cab199-1-2-0cb163","kastner-author","Async replication middleware for DB2; noted as good but lacking peer-to-peer replication."
"tech-05","IBM Intelligent Decision Server (IDS / Metaphor DIS)","decision-support","IBM","1995–present","active","unknown [REVIEW]","cab199-1-2-0cb163","kastner-author","Advanced query/decision support tool; listed as IBM 1998 theme."
"tech-06","IBM Visual Warehouse","data-warehousing","IBM","1996–present","active","unknown [REVIEW]","cab199-1-2-0cb163","kastner-author","Data warehousing tool in DB2 ecosystem; listed as IBM 1998 theme."
"tech-07","IBM DataJoiner","middleware","IBM","1994–present","active","unknown [REVIEW]","cab199-1-2-0cb163","kastner-author","Federated database / data integration middleware; listed as IBM 1998 theme."
"tech-08","IBM DB2 Text Extender","RDBMS-extension","IBM","1997–present","active","unknown [REVIEW]","cab199-1-2-0cb163","kastner-author","Universal Server extender for full-text search."
"tech-09","Informix OnLine 7","RDBMS","Informix","1995–1997","active-mature","unknown [REVIEW]","cab199-1-2-0cb163","kastner-author","SMP-optimized RDBMS; positioned for mass-market SMP servers in 1997."
"tech-10","Informix Universal Server (IUS)","ORDBMS","Informix","1996–2001","active-growth","unknown [REVIEW]","cab199-1-2-0cb163","kastner-author","Post-relational object-relational RDBMS integrating Illustra DataBlade architecture."
"tech-11","Informix OnLine 8 (XPS)","RDBMS","Informix","1997–2001","active-growth","unknown [REVIEW]","cab199-1-2-0cb163","kastner-author","Extended Parallel Server; MPP/cluster edition; generally available release highlighted as 1998 theme."
"tech-12","DataBlade (Illustra)","ORDBMS-extension","Informix","1996–2001","active-growth","unknown [REVIEW]","cab199-1-2-0cb163","kastner-author","Extensible data type modules (DataBlades) originating from Illustra; core of IUS extensibility."
"tech-13","Informix NewEra 2.0","development-tools","Informix","1997–present","active","unknown [REVIEW]","cab199-1-2-0cb163","kastner-author","4GL/application development tool; noted as improving usability."
"tech-14","Oracle RDBMS 7.3","RDBMS","Oracle","1996–1998","active-mature","unknown [REVIEW]","cab199-1-2-0cb163","kastner-author","Study questions whether version 7.3 is a stop-gap TPC-C release vs. major re-write."
"tech-15","Oracle8","RDBMS","Oracle","1997–2001","active-growth","unknown [REVIEW]","cab199-1-2-0cb163","kastner-author","First object-relational Oracle release; described as opening up the Oracle object model."
"tech-16","Oracle 8.1 (Oracle8i)","RDBMS","Oracle","1998–2002","pre-release","unknown [REVIEW]","cab199-1-2-0cb163","kastner-author","Planned release at study date; 1998 theme focused on Universal Server openness and NCA deliverables."
"tech-17","Oracle Network Computing Architecture (NCA)","architecture","Oracle","1997–present","active","unknown [REVIEW]","cab199-1-2-0cb163","kastner-author","Oracle's distributed/network-computing application architecture; includes NC thrust."
"tech-18","Oracle Express (ROLAP)","OLAP","Oracle","1995–2007","active","unknown [REVIEW]","cab199-1-2-0cb163","kastner-author","Multidimensional OLAP technology integrated with Oracle Warehouse; referenced as Integrated Express technology."
"tech-19","Sybase SQL Server / System 11","RDBMS","Sybase","1987–1998","active-mature","unknown [REVIEW]","cab199-1-2-0cb163","kastner-author","Study notes System 11.5 addresses prior performance/scalability weaknesses; 1980s architecture described as running out of steam."
"tech-20","Sybase Adaptive Server Enterprise","RDBMS","Sybase","1998–2010","pre-release","unknown [REVIEW]","cab199-1-2-0cb163","kastner-author","Next-generation Universal Server successor to System 11; positioned as 1998 vision in study."
"tech-21","Sybase IQ Accelerator","analytical-RDBMS","Sybase","1994–present","active","unknown [REVIEW]","cab199-1-2-0cb163","kastner-author","Column-store / bit-mapped index decision-support database; positioned as Sybase complex DSS answer."
"tech-22","PowerBuilder","development-tools","Sybase/Powersoft","1991–present","active-mature","unknown [REVIEW]","cab199-1-2-0cb163","kastner-author","Client-server 4GL/RAD tool from Powersoft acquisition; cited as market leader in dev tools."
"tech-23","Sybase Navigation Server","ORDBMS","Sybase","1996–1998","active-limited","obsolete","cab199-1-2-0cb163","kastner-author","MPP/parallel object-relational server; study notes it is platform-limited to NCR 3600."
"tech-24","Microsoft SQL Server 6.5","RDBMS","Microsoft","1996–1998","active-mature","unknown [REVIEW]","cab199-1-2-0cb163","kastner-author","NT-based RDBMS; study notes limited replication and behind on universal server / clustering features."
"tech-25","Microsoft SQL Server 7","RDBMS","Microsoft","1998–2000","pre-release","unknown [REVIEW]","cab199-1-2-0cb163","kastner-author","Next-generation release highlighted in study; aggressive pricing and >13000 TPC-C benchmark performance on NT."
"tech-26","CA-Ingres","RDBMS","Computer Associates","1980–present","active-declining","active-open-source","cab199-1-2-0cb163","kastner-author","Study's home vendor RDBMS; architecture described as behind with no parallel/scalable story; noted as number four trailing."
"tech-27","CA OPENROAD","development-tools","Computer Associates","1996–present","active","legacy-supported","cab199-1-2-0cb163","kastner-author","4GL RAD tool for CA-Ingres; study notes incompatibility with prior character-based 4GL environment left customers behind."
"tech-28","Jasmine (CA)","OODBMS","Computer Associates","1997–2002","pre-release","unknown [REVIEW]","cab199-1-2-0cb163","kastner-author","CA's object-oriented database; referenced in conclusions as an example of object navigation becoming desirable for some applications."
"tech-29","TPC-C Benchmark","benchmark","TPC","1992–present","active-standard","active","cab199-1-2-0cb163","kastner-author","OLTP transaction processing benchmark; referenced for Informix (many TPC-Cs) and Microsoft SQL Server 7 (>13000 TPC-C)."
"tech-30","TPC-D Benchmark","benchmark","TPC","1995–1999","active-standard","unknown [REVIEW]","cab199-1-2-0cb163","kastner-author","Decision support benchmark referenced as 1997 RDBMS industry theme; superseded by TPC-H in 1999."
"unicenter-tng","CA Unicenter TNG","application","","","","discontinued","caprop1-98-5d69fd","kastner-author","CA enterprise management product, subject of one proposed profile"
"ca-interbiz","CA interBiz Solution Suite","application","","","","discontinued","caprop99-86144f","kastner-author","CA's newly announced suite of managed business process solutions"
"ca-bizworks","CA bizWorks Infrastructure","platform","","","","discontinued","caprop99-86144f","kastner-author","Underlying infrastructure for CA interBiz suite"
